Network|Station|Latitude|Longitude|Elevation|Sitename|StartTime|EndTime
2A|1506|36.810933|-97.8127|337.1|1506|2016-04-12T14:57:43|2016-05-12T14:15:08
2A|1507|36.810933|-97.808633|335.4|1507|2016-04-12T14:52:48|2016-05-12T14:10:22
2A|1508|36.810867|-97.7987|334.0|1508|2016-04-12T14:45:05|2016-05-12T14:05:41
2A|1509|36.810864|-97.794558|331.0|1509|2016-04-12T14:37:47|2016-05-12T13:59:11
2A|151|36.782401|-98.03819|339.5|151|2016-04-11T20:59:20|2016-05-10T18:36:46
2A|1510|36.8108|-97.7897|329.0|1510|2016-04-12T14:30:23|2016-05-12T13:54:00
2A|1511|36.8107|-97.781083|328.0|1511|2016-04-12T14:11:15|2016-05-12T13:40:30
2A|1512|36.810817|-97.7765|326.5|1512|2016-04-12T14:02:31|2016-05-12T13:36:23
2A|1513|36.810833|-97.7717|326.4|1513|2016-04-12T13:57:27|2016-05-12T13:32:16
2A|1514|36.810867|-97.763683|330.8|1514|2016-04-12T13:51:42|2016-05-12T13:28:27
2A|1515|36.810871|-97.758812|333.6|1515|2016-04-12T13:46:04|2016-05-12T13:24:38
2A|1516|36.81085|-97.7547|333.7|1516|2016-04-12T13:38:36|2016-05-12T13:20:33
2A|1517|36.796766|-98.105601|374.4|1517|2016-04-12T20:22:34|2016-05-12T18:38:46
2A|1518|36.79675|-98.10104|376.4|1518|2016-04-12T20:27:47|2016-05-12T18:42:43
2A|1519|36.796784|-98.096649|377.8|1519|2016-04-12T20:32:16|2016-05-12T18:46:03
2A|152|36.778608|-98.038204|336.9|152|2016-04-11T21:03:03|2016-05-10T18:40:47
2A|1520|36.796762|-98.08766|379.0|1520|2016-04-12T20:37:33|2016-05-12T18:50:12
2A|1521|36.796782|-98.083187|370.6|1521|2016-04-12T20:41:57|2016-05-12T18:57:40
2A|1522|36.796763|-98.078719|372.5|1522|2016-04-12T20:45:49|2016-05-12T19:03:00
2A|1523|36.796764|-98.069708|361.9|1523|2016-04-12T20:49:33|2016-05-12T19:07:17
2A|1524|36.796735|-98.065207|356.2|1524|2016-04-12T20:52:35|2016-05-12T19:10:49
2A|1525|36.796709|-98.060676|353.5|1525|2016-04-12T20:55:30|2016-05-12T19:15:07
2A|1526|36.796755|-98.051656|344.0|1526|2016-04-12T20:59:53|2016-05-12T19:19:08
2A|1527|36.796728|-98.047114|342.0|1527|2016-04-12T21:03:57|2016-05-12T19:21:52
2A|1528|36.796759|-98.04263|340.9|1528|2016-04-12T21:07:10|2016-05-12T19:24:47
2A|1529|36.796721|-98.033474|337.4|1529|2016-04-12T21:12:06|2016-05-12T19:28:48
2A|153|36.775056|-98.038203|335.8|153|2016-04-11T21:05:56|2016-05-10T18:44:48
2A|1530|36.796806|-98.028949|336.4|1530|2016-04-12T21:15:41|2016-05-12T19:31:55
2A|1531|36.796797|-98.024421|334.6|1531|2016-04-12T21:19:38|2016-05-12T19:36:13
2A|1532|36.796798|-98.015351|333.0|1532|2016-04-12T21:23:41|2016-05-12T19:42:06
2A|1533|36.796809|-98.010908|332.9|1533|2016-04-12T21:31:03|2016-05-12T19:45:07
2A|1534|36.796765|-98.006387|334.5|1534|2016-04-12T21:37:00|2016-05-12T19:50:01
2A|1535|36.796728|-97.99757|333.4|1535|2016-04-12T21:41:04|2016-05-12T19:53:52
2A|1536|36.796681|-97.988527|330.6|1536|2016-04-12T21:45:51|2016-05-12T19:57:48
2A|1537|36.796383|-97.9795|332.0|1537|2016-04-13T19:30:39|2016-05-12T20:11:13
2A|1538|36.7965|-97.974883|334.0|1538|2016-04-13T19:21:50|2016-05-12T20:15:10
2A|1539|36.796517|-97.97035|336.0|1539|2016-04-13T19:16:05|2016-05-12T20:18:48
2A|154|36.771193|-98.038204|333.5|154|2016-04-11T21:09:13|2016-05-10T18:49:04
2A|1540|36.796324|-97.961492|337.0|1540|2016-04-12T21:54:00|2016-05-12T20:33:24
2A|1541|36.796331|-97.956966|339.4|1541|2016-04-12T21:58:06|2016-05-12T20:36:20
2A|1542|36.796298|-97.952462|341.7|1542|2016-04-12T22:03:23|2016-05-12T20:39:45
2A|1543|36.796291|-97.943425|343.6|1543|2016-04-12T22:09:32|2016-05-12T20:45:38
2A|1544|36.796302|-97.938958|344.0|1544|2016-04-12T22:14:08|2016-05-12T20:49:29
2A|1545|36.796334|-97.934433|349.6|1545|2016-04-12T22:17:08|2016-05-12T20:53:22
2A|1546|36.796335|-97.925404|353.7|1546|2016-04-12T22:21:37|2016-05-12T20:58:38
2A|1547|36.796395|-97.920883|354.3|1547|2016-04-12T22:26:22|2016-05-12T21:02:13
2A|1548|36.796382|-97.91639|352.4|1548|2016-04-12T22:32:53|2016-05-12T21:05:14
2A|1549|36.796377|-97.907351|345.1|1549|2016-04-12T22:37:39|2016-05-12T21:09:24
2A|155|36.767553|-98.038172|331.0|155|2016-04-11T21:13:09|2016-05-10T18:53:08
2A|1550|36.796367|-97.902867|345.2|1550|2016-04-12T22:43:10|2016-05-12T21:14:26
2A|1551|36.796316|-97.89835|342.8|1551|2016-04-12T22:49:35|2016-05-12T21:18:30
2A|1552|36.796468|-97.889323|346.3|1552|2016-04-12T22:54:47|2016-05-12T21:23:14
2A|1553|36.796431|-97.884883|345.0|1553|2016-04-12T23:00:14|2016-05-12T21:26:58
2A|1554|36.796409|-97.880363|351.1|1554|2016-04-12T23:04:21|2016-05-12T21:30:37
2A|1555|36.79636|-97.871335|346.0|1555|2016-04-12T23:10:08|2016-05-12T21:35:10
2A|1556|36.796333|-97.866816|343.8|1556|2016-04-12T23:13:27|2016-05-12T21:38:50
2A|1557|36.796293|-97.862274|339.6|1557|2016-04-12T23:16:58|2016-05-12T21:41:37
2A|1558|36.796264|-97.853194|331.7|1558|2016-04-12T23:21:39|2016-05-13T15:00:20
2A|1559|36.796296|-97.848601|333.2|1559|2016-04-12T23:28:21|2016-05-13T14:55:26
2A|156|36.764078|-98.038114|332.0|156|2016-04-11T21:17:56|2016-05-10T18:57:17
2A|1560|36.79622|-97.844157|331.5|1560|2016-04-12T23:32:08|2016-05-13T14:50:18
2A|1561|36.796148|-97.83512|328.8|1561|2016-04-13T13:07:19|2016-05-13T14:44:18
2A|1562|36.796279|-97.830606|328.8|1562|2016-04-13T13:13:56|2016-05-13T14:39:41
2A|1563|36.796327|-97.8261|330.0|1563|2016-04-13T13:18:21|2016-05-13T14:35:20
2A|1564|36.796398|-97.817135|337.4|1564|2016-04-13T13:23:40|2016-05-13T14:28:01
2A|1565|36.796409|-97.812734|335.4|1565|2016-04-13T13:27:29|2016-05-13T14:09:18
2A|1566|36.796403|-97.808658|330.4|1566|2016-04-13T13:38:53|2016-05-13T13:59:02
2A|1567|36.796354|-97.79893|329.7|1567|2016-04-13T13:33:06|2016-05-13T13:47:26
2A|1568|36.796303|-97.794432|326.0|1568|2016-04-13T13:43:58|2016-05-13T13:34:56
2A|1569|36.796243|-97.78987|326.2|1569|2016-04-13T13:49:44|2016-05-13T13:30:12
2A|157|36.760446|-98.038081|332.0|157|2016-04-11T21:21:25|2016-05-10T19:01:40
2A|1570|36.796238|-97.780878|326.1|1570|2016-04-13T13:57:23|2016-05-13T13:25:36
2A|1571|36.796255|-97.77639|327.5|1571|2016-04-13T14:01:08|2016-05-13T13:18:58
2A|1572|36.796277|-97.771885|328.3|1572|2016-04-13T14:04:59|2016-05-12T22:38:34
2A|1573|36.796267|-97.763479|332.1|1573|2016-04-13T14:09:12|2016-05-12T22:22:18
2A|1574|36.796159|-97.758913|332.3|1574|2016-04-13T14:13:57|2016-05-12T22:14:54
2A|1575|36.796179|-97.754482|334.5|1575|2016-04-13T14:17:32|2016-05-12T22:11:02
2A|1576|36.782258|-98.069738|356.8|1576|2016-04-13T18:31:24|2016-05-13T21:08:56
2A|1577|36.78222|-98.065289|351.9|1577|2016-04-13T18:27:56|2016-05-13T21:02:27
2A|1578|36.78223|-98.060717|350.7|1578|2016-04-13T18:22:57|2016-05-13T20:58:24
2A|1579|36.782229|-98.051711|348.8|1579|2016-04-13T18:18:51|2016-05-13T20:54:50
2A|158|36.756827|-98.038012|334.0|158|2016-04-11T21:25:08|2016-05-10T19:05:30
2A|1580|36.782222|-98.047351|350.0|1580|2016-04-13T18:12:52|2016-05-13T20:51:33
2A|1581|36.782247|-98.042724|352.7|1581|2016-04-13T18:09:43|2016-05-13T20:43:54
2A|1582|36.782261|-98.03364|337.5|1582|2016-04-13T18:04:31|2016-05-13T20:33:59
2A|1583|36.782301|-98.029237|334.4|1583|2016-04-13T17:57:59|2016-05-13T06:21:35
2A|1584|36.782277|-98.024701|335.1|1584|2016-04-13T17:53:22|2016-05-13T20:11:34
2A|1585|36.782294|-98.01567|334.3|1585|2016-04-13T17:48:50|2016-05-13T20:02:56
2A|1586|36.782178|-98.010872|336.8|1586|2016-04-13T17:44:01|2016-05-13T19:59:06
2A|1587|36.782265|-98.006664|334.4|1587|2016-04-13T17:39:29|2016-05-13T19:55:33
2A|1588|36.782101|-97.997621|335.9|1588|2016-04-13T17:35:53|2016-05-13T19:49:12
2A|1589|36.782153|-97.993102|337.4|1589|2016-04-13T17:33:15|2016-05-13T19:41:42
2A|159|36.753181|-98.037989|335.0|159|2016-04-11T21:29:03|2016-05-10T19:09:27
2A|1590|36.782151|-97.988611|337.7|1590|2016-04-13T17:28:28|2016-05-13T19:38:33
2A|1591|36.782122|-97.979544|338.4|1591|2016-04-13T17:22:30|2016-05-13T19:32:08
2A|1592|36.782109|-97.975121|340.9|1592|2016-04-13T17:19:04|2016-05-13T19:25:25
2A|1593|36.782004|-97.970638|340.6|1593|2016-04-13T17:14:23|2016-05-13T19:18:34
2A|1594|36.781904|-97.961558|343.5|1594|2016-04-13T17:09:14|2016-05-13T19:11:59
2A|1595|36.781877|-97.957052|344.4|1595|2016-04-13T17:06:46|2016-05-13T19:05:36
2A|1596|36.781848|-97.95252|346.8|1596|2016-04-13T19:13:45|2016-05-13T18:57:07
2A|1597|36.781833|-97.943552|352.5|1597|2016-04-13T16:47:09|2016-05-13T18:51:09
2A|1598|36.781841|-97.938984|351.2|1598|2016-04-13T16:56:09|2016-05-13T18:46:30
2A|1599|36.781845|-97.934494|352.3|1599|2016-04-13T16:41:56|2016-05-13T18:40:49
2A|16|36.691538|-98.091829|354.9|16|2016-04-11T19:05:44|2016-05-11T16:10:30
2A|160|36.749203|-98.037906|336.0|160|2016-04-11T21:32:47|2016-05-10T19:12:43
2A|1600|36.781895|-97.925489|351.7|1600|2016-04-13T16:37:32|2016-05-13T18:36:01
2A|1601|36.78187|-97.920959|349.4|1601|2016-04-13T16:33:55|2016-05-13T18:29:11
2A|1602|36.78186|-97.916474|344.6|1602|2016-04-13T16:29:38|2016-05-13T18:19:45
2A|1603|36.781884|-97.90746|337.6|1603|2016-04-13T16:18:43|2016-05-13T17:46:58
2A|1604|36.781901|-97.902972|335.5|1604|2016-04-13T16:14:34|2016-05-13T17:40:43
2A|1605|36.781971|-97.898444|337.8|1605|2016-04-13T16:11:05|2016-05-13T17:31:12
2A|1606|36.781982|-97.889434|344.6|1606|2016-04-13T16:07:03|2016-05-13T17:20:43
2A|1607|36.78197|-97.884888|344.6|1607|2016-04-13T16:03:26|2016-05-13T17:12:10
2A|1608|36.781962|-97.880431|345.9|1608|2016-04-13T16:00:12|2016-05-13T17:06:44
2A|1609|36.78187|-97.871352|340.8|1609|2016-04-13T15:55:21|2016-05-13T16:57:29
2A|161|36.745791|-98.037862|335.5|161|2016-04-11T21:36:54|2016-05-10T19:16:12
2A|1610|36.781784|-97.866812|332.8|1610|2016-04-13T15:50:31|2016-05-13T16:52:42
2A|1611|36.781699|-97.862337|334.9|1611|2016-04-13T15:47:02|2016-05-13T16:45:52
2A|1612|36.781657|-97.853329|332.0|1612|2016-04-13T15:42:30|2016-05-13T16:41:05
2A|1613|36.781704|-97.848863|328.6|1613|2016-04-13T15:37:14|2016-05-13T16:35:27
2A|1614|36.781704|-97.84434|326.5|1614|2016-04-13T15:30:55|2016-05-13T16:23:35
2A|1615|36.781739|-97.835192|328.2|1615|2016-04-13T15:15:03|2016-05-13T15:59:49
2A|1616|36.781767|-97.830772|326.4|1616|2016-04-13T15:10:37|2016-05-13T15:54:42
2A|1617|36.781839|-97.826162|329.4|1617|2016-04-13T15:05:52|2016-05-13T15:47:24
2A|1618|36.781889|-97.817269|334.8|1618|2016-04-13T15:01:04|2016-05-13T15:42:02
2A|1619|36.781735|-97.812628|334.9|1619|2016-04-13T14:57:35|2016-05-13T15:32:16
2A|162|36.74222|-98.037806|331.0|162|2016-04-11T21:41:15|2016-05-10T19:20:07
2A|1620|36.781758|-97.808208|329.5|1620|2016-04-13T14:53:38|2016-05-13T15:18:56
2A|1621|36.781764|-97.763601|335.5|1621|2016-04-13T14:34:18|2016-05-11T21:57:24
2A|1622|36.781817|-97.759726|335.0|1622|2016-04-13T14:27:01|2016-05-11T21:54:14
2A|1623|36.767745|-98.105775|350.8|1623|2016-04-12T18:50:43|2016-05-12T15:36:23
2A|1624|36.767729|-98.069771|349.2|1624|2016-04-12T13:32:11|2016-05-12T20:16:07
2A|1625|36.767766|-98.065107|348.1|1625|2016-04-12T13:35:49|2016-05-12T20:24:53
2A|1626|36.767584|-98.06078|350.4|1626|2016-04-12T13:39:52|2016-05-12T20:27:57
2A|1627|36.767674|-98.051715|358.7|1627|2016-04-12T13:42:59|2016-05-12T20:32:08
2A|1628|36.767699|-98.047172|350.8|1628|2016-04-12T13:45:42|2016-05-12T20:34:24
2A|1629|36.767703|-98.042692|339.4|1629|2016-04-12T13:48:27|2016-05-12T20:36:35
2A|163|36.738712|-98.03782|341.5|163|2016-04-11T21:45:30|2016-05-10T19:23:28
2A|1630|36.767662|-98.033689|332.8|1630|2016-04-12T13:52:23|2016-05-12T20:40:21
2A|1631|36.767667|-98.0292|330.6|1631|2016-04-12T13:54:52|2016-05-12T20:43:34
2A|1632|36.767698|-98.02469|334.5|1632|2016-04-12T13:57:24|2016-05-12T20:48:24
2A|1633|36.76749|-97.997625|335.4|1633|2016-04-12T14:07:01|2016-05-12T20:58:21
2A|1634|36.767448|-97.993138|335.9|1634|2016-04-12T14:11:11|2016-05-12T21:02:04
2A|1635|36.767568|-97.988581|337.0|1635|2016-04-12T14:13:45|2016-05-12T21:05:09
2A|1636|36.767479|-97.979581|338.3|1636|2016-04-12T14:17:13|2016-05-12T21:08:38
2A|1637|36.767419|-97.975194|337.5|1637|2016-04-12T14:20:44|2016-05-12T21:11:01
2A|1638|36.767523|-97.970573|338.8|1638|2016-04-12T14:23:18|2016-05-12T21:12:59
2A|1639|36.76747|-97.961574|339.3|1639|2016-04-12T14:26:37|2016-05-12T21:15:49
2A|164|36.73496|-98.037762|334.8|164|2016-04-11T21:49:13|2016-05-10T19:26:57
2A|1640|36.767455|-97.957059|343.2|1640|2016-04-12T14:29:40|2016-05-12T21:25:32
2A|1641|36.767409|-97.952556|348.7|1641|2016-04-12T14:32:11|2016-05-12T21:28:04
2A|1642|36.767312|-97.943532|357.3|1642|2016-04-12T14:43:15|2016-05-12T21:31:10
2A|1643|36.767307|-97.93905|356.2|1643|2016-04-12T14:47:00|2016-05-12T21:35:13
2A|1644|36.767196|-97.934536|350.6|1644|2016-04-12T14:49:45|2016-05-12T21:38:30
2A|1645|36.767375|-97.925472|354.5|1645|2016-04-12T14:52:52|2016-05-12T21:41:39
2A|1646|36.767376|-97.920958|346.9|1646|2016-04-12T14:55:16|2016-05-12T21:44:49
2A|1647|36.76738|-97.916482|345.6|1647|2016-04-12T14:59:28|2016-05-12T21:47:31
2A|1648|36.767415|-97.907425|336.7|1648|2016-04-12T15:04:39|2016-05-12T21:51:11
2A|1649|36.767433|-97.902814|331.3|1649|2016-04-12T15:07:24|2016-05-12T22:01:15
2A|165|36.731311|-98.037761|333.4|165|2016-04-11T21:52:47|2016-05-10T19:30:26
2A|1650|36.76749|-97.898444|333.5|1650|2016-04-12T15:09:51|2016-05-12T22:03:54
2A|1651|36.767463|-97.889401|334.4|1651|2016-04-12T15:12:59|2016-05-12T22:10:58
2A|1652|36.767479|-97.884927|340.1|1652|2016-04-12T15:16:36|2016-05-12T22:17:27
2A|1653|36.767332|-97.880392|349.8|1653|2016-04-12T15:19:17|2016-05-12T22:20:50
2A|1654|36.767307|-97.835254|324.9|1654|2016-04-12T15:29:49|2016-05-12T22:31:24
2A|1655|36.767263|-97.830726|323.7|1655|2016-04-12T15:32:28|2016-05-12T22:34:28
2A|1656|36.767208|-97.826218|325.7|1656|2016-04-12T15:35:20|2016-05-12T22:37:09
2A|1657|36.767398|-97.817194|322.9|1657|2016-04-12T15:38:58|2016-05-12T22:41:24
2A|1658|36.767343|-97.81274|324.1|1658|2016-04-12T15:41:57|2016-05-12T22:43:36
2A|1659|36.767367|-97.808221|323.6|1659|2016-04-12T15:45:40|2016-05-12T22:45:56
2A|166|36.727708|-98.037781|331.5|166|2016-04-11T21:56:34|2016-05-10T19:34:37
2A|1660|36.767399|-97.799135|322.5|1660|2016-04-12T15:48:52|2016-05-12T22:48:47
2A|1661|36.767338|-97.794672|321.7|1661|2016-04-12T15:51:43|2016-05-12T22:51:05
2A|1662|36.767299|-97.790256|324.1|1662|2016-04-12T15:54:58|2016-05-12T22:53:09
2A|1663|36.767274|-97.781143|322.2|1663|2016-04-12T15:58:24|2016-05-12T22:55:40
2A|1664|36.767285|-97.776646|320.0|1664|2016-04-12T16:01:43|2016-05-12T22:57:49
2A|1665|36.760534|-98.09646|350.1|1665|2016-04-12T18:42:39|2016-05-12T15:11:10
2A|1666|36.753125|-98.087495|355.8|1666|2016-04-12T18:31:26|2016-05-12T15:45:52
2A|1667|36.753099|-98.082985|358.9|1667|2016-04-12T18:29:12|2016-05-12T15:48:29
2A|1668|36.753083|-98.078576|352.8|1668|2016-04-12T18:27:11|2016-05-12T15:51:11
2A|1669|36.753055|-98.069538|355.2|1669|2016-04-12T18:24:08|2016-05-12T15:56:00
2A|167|36.724204|-98.037814|331.9|167|2016-04-11T22:01:04|2016-05-10T19:38:48
2A|1670|36.753065|-98.064975|364.8|1670|2016-04-12T18:21:33|2016-05-12T15:58:19
2A|1671|36.753077|-98.060489|359.5|1671|2016-04-12T18:19:22|2016-05-12T16:00:29
2A|1672|36.753|-98.051426|355.5|1672|2016-04-12T18:16:41|2016-05-12T16:03:18
2A|1673|36.753013|-98.046887|349.7|1673|2016-04-12T18:14:36|2016-05-12T16:05:36
2A|1674|36.752992|-98.041999|342.9|1674|2016-04-12T18:12:12|2016-05-12T16:11:34
2A|1675|36.753184|-98.033456|338.9|1675|2016-04-12T18:08:24|2016-05-12T16:14:25
2A|1676|36.753046|-98.028879|337.3|1676|2016-04-12T18:05:41|2016-05-12T16:17:51
2A|1677|36.75317|-98.024576|337.9|1677|2016-04-12T18:02:31|2016-05-12T16:21:37
2A|1678|36.753023|-98.0154|335.5|1678|2016-04-12T17:59:23|2016-05-12T16:25:02
2A|1679|36.753152|-98.010906|335.4|1679|2016-04-12T17:56:59|2016-05-12T16:28:15
2A|168|36.720485|-98.037818|331.4|168|2016-04-11T22:05:22|2016-05-10T19:51:09
2A|1680|36.753008|-98.006509|336.4|1680|2016-04-12T17:54:15|2016-05-12T16:31:39
2A|1681|36.752958|-97.997386|336.1|1681|2016-04-12T17:50:38|2016-05-12T16:34:18
2A|1682|36.752939|-97.993066|335.5|1682|2016-04-12T17:48:04|2016-05-12T16:36:42
2A|1683|36.752925|-97.988457|335.2|1683|2016-04-12T17:45:27|2016-05-12T16:39:00
2A|1684|36.752864|-97.97932|334.1|1684|2016-04-12T17:41:39|2016-05-12T16:42:24
2A|1685|36.75282|-97.974749|332.5|1685|2016-04-12T17:39:13|2016-05-12T16:44:40
2A|1686|36.752858|-97.970333|335.9|1686|2016-04-12T17:36:16|2016-05-12T16:46:52
2A|1687|36.752958|-97.961313|340.0|1687|2016-04-12T17:32:32|2016-05-12T16:50:05
2A|1688|36.753031|-97.956817|345.1|1688|2016-04-12T17:29:57|2016-05-12T16:52:05
2A|1689|36.753054|-97.952333|350.7|1689|2016-04-12T17:25:14|2016-05-12T16:54:33
2A|1690|36.752863|-97.94346|360.5|1690|2016-04-12T17:12:20|2016-05-12T16:57:21
2A|1691|36.75278|-97.938996|359.1|1691|2016-04-12T17:09:21|2016-05-12T16:59:52
2A|1692|36.752803|-97.934454|358.6|1692|2016-04-12T17:06:07|2016-05-12T17:35:40
2A|1693|36.752841|-97.925415|355.3|1693|2016-04-12T17:03:16|2016-05-12T17:39:24
2A|1694|36.752862|-97.920993|351.3|1694|2016-04-12T17:00:43|2016-05-12T17:41:41
2A|1695|36.752867|-97.916435|348.1|1695|2016-04-12T16:57:43|2016-05-12T17:44:16
2A|1696|36.752852|-97.907457|341.6|1696|2016-04-12T16:54:29|2016-05-12T17:49:23
2A|1697|36.75298|-97.903008|336.0|1697|2016-04-12T16:51:51|2016-05-12T17:54:37
2A|1698|36.752821|-97.898464|338.4|1698|2016-04-12T16:48:08|2016-05-12T17:58:07
2A|1699|36.752823|-97.889458|341.9|1699|2016-04-12T16:44:23|2016-05-12T18:02:23
2A|17|36.687896|-98.091784|353.6|17|2016-04-11T19:02:59|2016-05-11T16:16:00
2A|170|36.713255|-98.037885|329.2|170|2016-04-11T22:13:33|2016-05-10T20:00:06
2A|1700|36.752858|-97.884968|346.2|1700|2016-04-12T16:42:06|2016-05-12T18:05:07
2A|1701|36.75289|-97.880466|347.3|1701|2016-04-12T16:39:08|2016-05-12T18:07:18
2A|1702|36.752973|-97.871452|346.3|1702|2016-04-12T16:35:39|2016-05-12T18:13:47
2A|1703|36.753012|-97.866947|343.8|1703|2016-04-12T16:32:47|2016-05-12T18:18:30
2A|1704|36.753044|-97.862443|345.8|1704|2016-04-12T16:29:42|2016-05-12T18:20:46
2A|1705|36.753152|-97.853426|346.0|1705|2016-04-12T16:26:30|2016-05-12T18:24:22
2A|1706|36.752952|-97.848904|347.2|1706|2016-04-12T16:23:22|2016-05-12T18:28:46
2A|1707|36.738493|-98.069358|346.8|1707|2016-04-12T19:03:05|2016-05-12T20:06:30
2A|1708|36.738519|-98.064812|352.2|1708|2016-04-12T19:05:37|2016-05-12T20:02:54
2A|1709|36.738554|-98.060326|347.1|1709|2016-04-12T19:07:39|2016-05-12T20:00:44
2A|171|36.709503|-98.037848|331.2|171|2016-04-11T22:19:34|2016-05-10T20:04:20
2A|1710|36.738566|-98.050616|348.0|1710|2016-04-12T19:10:29|2016-05-12T19:57:57
2A|1711|36.738547|-98.046836|345.7|1711|2016-04-12T19:12:33|2016-05-12T19:56:04
2A|1712|36.738524|-98.04233|341.2|1712|2016-04-12T19:14:23|2016-05-12T19:52:40
2A|1713|36.738553|-98.033381|335.2|1713|2016-04-12T19:17:10|2016-05-12T19:49:30
2A|1714|36.738553|-98.028912|334.2|1714|2016-04-12T19:19:36|2016-05-12T19:46:39
2A|1715|36.738505|-98.024377|335.0|1715|2016-04-12T19:22:19|2016-05-12T19:44:32
2A|1716|36.738518|-98.01538|336.3|1716|2016-04-12T19:25:06|2016-05-12T19:41:07
2A|1717|36.738527|-98.010826|333.4|1717|2016-04-12T19:27:17|2016-05-12T19:38:46
2A|1718|36.738566|-98.006342|331.6|1718|2016-04-12T19:29:24|2016-05-12T19:36:20
2A|1719|36.738548|-97.997438|334.5|1719|2016-04-12T19:34:33|2016-05-12T19:32:34
2A|172|36.695002|-98.03783|333.9|172|2016-04-11T16:10:31|2016-05-10T14:56:39
2A|1720|36.738503|-97.992881|333.1|1720|2016-04-12T19:36:39|2016-05-12T19:28:56
2A|1721|36.738484|-97.988394|332.6|1721|2016-04-12T19:39:01|2016-05-12T19:25:58
2A|1722|36.738544|-97.979149|326.4|1722|2016-04-12T19:42:14|2016-05-12T19:22:09
2A|1723|36.738573|-97.974781|328.1|1723|2016-04-12T19:45:03|2016-05-12T19:18:38
2A|1725|36.738492|-97.961393|327.1|1725|2016-04-12T19:56:50|2016-05-12T19:09:26
2A|1726|36.738467|-97.956677|335.3|1726|2016-04-12T19:59:19|2016-05-12T19:05:40
2A|1727|36.738461|-97.952343|336.6|1727|2016-04-12T20:01:27|2016-05-12T19:03:30
2A|1728|36.738399|-97.94333|342.2|1728|2016-04-12T20:04:13|2016-05-12T19:00:11
2A|1729|36.738393|-97.938783|332.8|1729|2016-04-12T20:07:13|2016-05-12T18:57:28
2A|173|36.691503|-98.037699|334.1|173|2016-04-11T16:04:51|2016-05-10T14:50:26
2A|1730|36.738399|-97.934334|330.4|1730|2016-04-12T20:10:15|2016-05-12T18:54:46
2A|1731|36.738342|-97.925169|320.7|1731|2016-04-12T20:19:36|2016-05-12T18:48:56
2A|1732|36.738369|-97.920789|319.2|1732|2016-04-12T20:22:04|2016-05-12T18:45:54
2A|1733|36.7241|-98.06921|332.2|1733|2016-04-12T21:18:12|2016-05-12T12:46:59
2A|1734|36.724032|-98.064828|333.6|1734|2016-04-12T21:15:50|2016-05-12T12:50:21
2A|1735|36.724055|-98.060212|335.0|1735|2016-04-12T21:13:46|2016-05-12T12:52:55
2A|1736|36.724093|-98.051473|334.5|1736|2016-04-12T21:11:14|2016-05-12T12:56:38
2A|1737|36.724081|-98.046885|334.2|1737|2016-04-12T21:09:08|2016-05-12T12:59:12
2A|1738|36.724062|-98.042268|333.6|1738|2016-04-12T21:07:00|2016-05-12T13:01:26
2A|1739|36.724098|-98.033391|331.5|1739|2016-04-12T21:04:23|2016-05-12T13:04:15
2A|174|36.68786|-98.037644|335.2|174|2016-04-11T15:59:09|2016-05-10T14:45:34
2A|1740|36.724023|-98.028611|328.9|1740|2016-04-12T21:02:10|2016-05-12T13:06:29
2A|1741|36.724042|-98.024186|328.8|1741|2016-04-12T20:59:57|2016-05-12T13:08:43
2A|1742|36.724011|-98.015273|332.6|1742|2016-04-12T20:57:05|2016-05-12T13:11:57
2A|1743|36.724009|-98.01074|332.0|1743|2016-04-12T20:54:49|2016-05-12T13:16:10
2A|1744|36.724023|-98.006227|331.3|1744|2016-04-12T20:52:50|2016-05-12T13:20:08
2A|1745|36.724155|-97.997418|329.4|1745|2016-04-12T20:49:29|2016-05-12T13:23:12
2A|1746|36.724127|-97.992892|330.4|1746|2016-04-12T20:47:11|2016-05-12T13:26:45
2A|1747|36.724105|-97.988392|330.7|1747|2016-04-12T20:44:22|2016-05-12T13:29:58
2A|1748|36.72411|-97.970336|326.2|1748|2016-04-13T13:45:17|2016-05-12T13:49:23
2A|175|36.684038|-98.037707|331.5|175|2016-04-11T15:39:24|2016-05-10T14:29:47
2A|1754|36.70974|-98.087374|336.3|1754|2016-04-11T20:19:35|2016-05-12T15:16:11
2A|1755|36.709753|-98.082849|337.3|1755|2016-04-11T20:17:08|2016-05-12T15:12:32
2A|1756|36.709764|-98.078379|335.7|1756|2016-04-11T20:12:17|2016-05-12T15:07:22
2A|1757|36.709692|-98.051311|321.9|1757|2016-04-12T21:26:22|2016-05-12T14:50:23
2A|1758|36.709717|-98.042339|330.9|1758|2016-04-12T21:29:38|2016-05-12T14:47:00
2A|1759|36.709585|-98.033179|331.8|1759|2016-04-12T21:33:09|2016-05-12T14:42:36
2A|176|36.680576|-98.03776|333.8|176|2016-04-11T15:32:22|2016-05-10T14:24:13
2A|1760|36.709555|-98.028713|333.7|1760|2016-04-12T21:36:22|2016-05-12T14:37:43
2A|1761|36.709555|-98.024208|323.6|1761|2016-04-12T21:42:02|2016-05-12T14:32:20
2A|1762|36.709695|-97.979205|328.5|1762|2016-04-13T13:34:41|2016-05-12T14:12:41
2A|1763|36.709626|-97.974829|328.4|1763|2016-04-13T13:25:52|2016-05-12T14:06:27
2A|1764|36.709641|-97.970234|329.7|1764|2016-04-13T13:17:06|2016-05-12T13:56:49
